City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,namibe,-15.1961,12.1522,292.75,89,63,1.75,AO,1729391746
300,nogliki,51.8333,143.1667,272.02,48,3,10.44,RU,1729391747
301,manacapuru,-3.2997,-60.6206,301.49,61,22,1.26,BR,1729391749
302,guerrero negro,27.9769,-114.0611,292.19,73,0,3.3,MX,1729391542
303,yaren,-0.5472,166.916,301.36,76,15,5.36,NR,1729391751
304,ilhabela,-23.7781,-45.3581,291.36,94,100,1.94,BR,1729391752
305,lima,-12.0432,-77.0282,290.32,83,40,4.63,PE,1729391543
306,mariara,10.2964,-67.7181,298.81,83,49,1.87,VE,1729391754
307,tekeli,44.83,78.8239,280.35,41,0,1.09,KZ,1729391756
308,floro,61.5996,5.0328,284.13,93,100,4.63,NO,1729391757
309,krasnogorskiy,54.6025,61.231,275.8,78,100,3.02,RU,1729391758
310,novodvinsk,64.4165,40.8122,281.01,96,81,1.63,RU,1729391759
311,tofol,5.3248,163.0078,304.03,70,75,3.6,FM,1729391760
312,uacu cungo,-11.3634,15.1208,289.86,93,94,0.78,AO,1729391761
313,kantang,7.4054,99.5156,300.2,89,40,0.51,TH,1729391763
314,weno,7.4515,151.8468,305.12,70,75,3.09,FM,1729391764
315,russellville,35.2784,-93.1338,290.23,39,0,1.54,US,1729391765
316,kavieng,-2.5744,150.7967,301.13,77,100,3.2,PG,1729391766
317,aswan,24.0934,32.907,296.76,43,0,4.12,EG,1729391734
318,padang,-0.9492,100.3543,301.18,69,97,1.63,ID,1729391768
319,kainantu,-6.2887,145.8655,294.79,81,80,1.36,PG,1729391770
320,harper,4.375,-7.7169,297.86,83,67,3.1,LR,1729391771
321,strelka,58.0728,93.0344,273.62,86,99,2.62,RU,1729391772
322,thohoyandou,-22.9456,30.485,289.49,85,2,1.9,ZA,1729391773
323,santo tome,-31.6627,-60.7653,294.85,73,5,2.24,AR,1729391774
324,luanda,-8.8368,13.2343,297.15,83,75,2.57,AO,1729391548
325,tucuma,-0.1833,-50.05,299.44,82,0,3.46,BR,1729391777
326,utrik,11.2278,169.8474,301.26,81,56,8.46,MH,1729391778
327,eyl,7.9803,49.8164,298.81,84,90,4.42,SO,1729391779
328,tralee,52.2704,-9.7026,286.22,85,100,6.43,IE,1729391780
329,turbat,26.0023,63.044,301.16,47,6,0.83,PK,1729391781
330,baikonur,45.6167,63.3167,282.88,45,68,6.72,KZ,1729391782
331,ghadamis,30.1337,9.5007,292.37,44,100,3.32,LY,1729391783
332,ta`u,-14.2336,-169.5144,300.43,79,51,4.27,AS,1729391785
333,white river,-25.3318,31.0117,290.68,82,0,0.51,ZA,1729391786
334,nyurba,63.2842,118.3319,265.19,90,100,2.5,RU,1729391787
335,ar rutbah,33.0381,40.2848,286.26,27,0,2.99,IQ,1729391587
336,bibir hat,22.6873,91.7853,301.21,73,57,1.58,BD,1729391789
337,porto seguro,-16.4497,-39.0647,298.44,88,40,3.09,BR,1729391723
338,kill devil hills,36.0307,-75.676,290.92,73,75,3.6,US,1729391792
339,karamay,45.6004,84.8661,279.54,66,100,1.6,CN,1729391793
340,iaciara,-14.0958,-46.6317,296.03,82,92,0.66,BR,1729391794
341,hobyo,5.3505,48.5268,298.58,88,96,5.55,SO,1729391796
342,cheremukhovo,60.3484,59.9851,275.73,91,43,2.18,RU,1729391797
343,swakopmund,-22.6833,14.5333,286.47,85,1,1.34,NA,1729391798
344,zhoucun,36.8167,117.8167,284.85,60,100,2.04,CN,1729391799
345,nizhnesortymskiy,62.4397,71.7603,275.52,94,100,5.14,RU,1729391800
346,kamensk-ural'skiy,56.4185,61.9329,273.72,76,5,3.73,RU,1729391803
347,hirara,24.8,125.2833,303.3,79,40,8.75,JP,1729391804
348,uturoa,-16.7333,-151.4333,299.48,81,52,8.58,PF,1729391805
349,rheinbach,50.6256,6.9491,284.97,93,15,3.13,DE,1729391806
350,mount gambier,-37.8333,140.7667,292.72,49,81,3.49,AU,1729391807
351,arecibo,18.4724,-66.7157,301.46,84,100,1.92,PR,1729391808
352,myeik,12.4333,98.6,299.47,88,100,3.17,MM,1729391810
353,panacan,9.2463,118.4082,302.35,76,100,0.6,PH,1729391811
354,shendi,16.6915,33.4341,300.92,19,53,3.81,SD,1729391812
355,tayu,-6.5397,111.0518,303.58,62,89,2.34,ID,1729391813
356,freetown,8.484,-13.2299,296.99,94,75,4.12,SL,1729391814
357,okhotsk,59.3833,143.3,264.8,63,10,10.8,RU,1729391534
358,suva,-18.1416,178.4415,300.86,65,40,6.17,FJ,1729391817
359,quelimane,-17.8786,36.8883,294.12,78,40,0.0,MZ,1729391818
360,san juan de miraflores,-12.1629,-76.9635,290.47,83,86,3.44,PE,1729391819
361,sao joao da barra,-21.6403,-41.0511,296.36,90,100,3.58,BR,1729391820
362,zheshart,62.0731,49.5733,279.39,94,100,2.26,RU,1729391821
363,walvis bay,-22.9575,14.5053,285.21,88,2,3.54,NA,1729391822
364,chonchi,-42.6128,-73.8092,284.33,95,32,0.48,CL,1729391599
